DHID,Azimuth,Inclination,Depth
DDH041,26.3,-57.0,45.0
DDH041,26.2,-56.9,50.0
DDH041,26.5,-56.9,55.0
DDH041,26.5,-57.1,60.0
DDH041,26.3,-56.8,65.0
DDH041,26.5,-56.7,70.0
DDH041,26.4,-57.0,75.0
DDH041,26.2,-56.7,80.0
DDH041,26.4,-56.8,85.0
DDH041,26.3,-56.9,90.0
DDH041,26.2,-56.9,95.0
DDH041,26.5,-57.1,100.0
DDH041,26.4,-56.8,105.0
DDH041,26.2,-57.1,110.0
DDH041,26.4,-57.1,115.0
DDH041,26.3,-57.1,120.0
DDH041,26.2,-57.1,125.0
DDH042,32.0,-54.1,0.0
DDH042,32.1,-53.9,5.0
DDH042,32.3,-54.1,10.0
DDH042,32.3,-53.9,15.0
DDH042,32.2,-53.9,20.0
DDH042,32.3,-53.8,25.0
DDH042,32.0,-53.9,30.0
DDH042,32.2,-53.9,35.0
DDH042,32.3,-53.9,40.0
DDH042,32.2,-53.7,45.0
DDH042,32.2,-53.8,50.0
DDH042,32.4,-53.8,55.0
DDH042,32.2,-54.0,60.0
DDH042,32.3,-54.0,65.0
DDH042,32.1,-53.9,70.0
DDH042,32.1,-53.7,75.0
DDH042,32.2,-53.6,80.0
DDH042,32.2,-53.6,85.0
DDH042,32.1,-53.6,90.0
DDH042,32.1,-53.6,95.0
DDH042,32.3,-53.6,100.0
DDH042,32.2,-53.8,105.0
DDH042,32.1,-53.7,110.0
DDH042,32.2,-53.7,115.0
DDH042,32.4,-53.7,120.0
DDH042,32.1,-53.7,125.0
DDH042,32.1,-53.8,130.0
DDH042,32.4,-53.5,135.0
DDH043,26.2,-60.2,0.0
DDH043,26.2,-60.0,5.0
DDH043,25.9,-59.9,10.0
DDH043,25.9,-60.0,15.0
DDH043,26.2,-60.2,20.0
DDH043,25.9,-60.2,25.0
DDH043,26.0,-60.2,30.0
DDH043,26.2,-59.9,35.0
DDH043,25.8,-60.0,40.0
DDH043,26.0,-60.0,45.0
DDH043,26.1,-60.2,50.0
DDH044,297.5,-77.3,0.0
DDH044,297.7,-77.4,5.0
DDH044,297.5,-77.3,10.0
DDH044,297.6,-77.4,15.0
DDH044,297.6,-77.6,20.0
DDH044,297.4,-77.3,25.0
DDH044,297.5,-77.5,30.0
DDH044,297.4,-77.4,35.0
DDH044,297.5,-77.3,40.0
DDH044,297.6,-77.3,45.0
DDH044,297.6,-77.4,50.0
DDH044,297.4,-77.3,55.0
DDH044,297.7,-77.3,60.0
DDH044,297.6,-77.2,65.0
DDH044,297.6,-77.4,70.0
DDH044,297.7,-77.6,75.0
DDH044,297.3,-77.4,80.0
DDH044,297.4,-77.3,85.0
DDH045,295.2,-83.7,0.0
DDH045,295.0,-83.7,5.0
DDH045,295.0,-83.9,10.0
DDH045,294.8,-83.8,15.0
DDH045,294.8,-83.8,20.0
DDH045,294.9,-83.5,25.0
DDH045,295.0,-83.8,30.0
DDH045,294.8,-83.8,35.0
DDH045,295.1,-83.8,40.0
DDH045,295.1,-83.6,45.0
DDH045,295.0,-83.7,50.0
DDH045,294.9,-83.8,55.0
DDH045,294.9,-83.7,60.0
DDH045,294.8,-83.7,65.0
DDH045,295.0,-83.7,70.0
DDH045,295.1,-83.7,75.0
DDH045,294.7,-83.7,80.0
DDH045,294.8,-83.6,85.0
DDH046,335.4,-70.9,0.0
DDH046,335.3,-71.0,5.0
DDH046,335.1,-71.1,10.0
DDH046,335.0,-70.8,15.0
DDH046,335.0,-71.1,20.0
DDH046,335.1,-71.1,25.0
DDH046,335.2,-70.8,30.0
DDH046,335.1,-71.1,35.0
DDH046,335.2,-71.1,40.0
DDH046,335.2,-71.1,45.0
DDH046,335.0,-71.1,50.0
DDH046,334.9,-70.8,55.0
DDH046,335.1,-70.9,60.0
DDH046,335.0,-71.0,65.0
DDH046,335.0,-70.9,70.0
DDH046,334.9,-70.9,75.0
DDH047,340.2,-64.1,0.0
DDH047,340.2,-64.0,5.0
DDH047,340.2,-63.9,10.0
DDH047,340.2,-64.0,15.0
DDH047,340.1,-63.9,20.0
DDH047,340.1,-64.0,25.0
DDH047,340.3,-63.7,30.0
DDH047,340.1,-63.9,35.0
DDH047,340.3,-63.9,40.0
DDH047,340.3,-63.9,45.0
DDH047,340.2,-63.7,50.0
DDH047,340.0,-63.7,55.0
DDH047,340.1,-64.0,60.0
DDH047,340.1,-64.0,65.0
DDH047,340.3,-64.0,70.0
DDH047,340.1,-64.0,75.0
DDH048,3.7,-69.2,0.0
DDH048,3.7,-69.3,5.0
DDH048,3.9,-69.2,10.0
DDH048,3.9,-69.4,15.0
DDH048,3.7,-69.1,20.0
DDH048,3.8,-69.2,25.0
DDH048,4.0,-69.3,30.0
DDH048,4.0,-69.3,35.0
DDH048,3.8,-69.0,40.0
DDH048,3.8,-69.4,45.0
DDH048,4.0,-69.4,50.0
DDH048,4.0,-69.2,55.0
DDH048,3.9,-69.3,60.0
DDH048,3.9,-69.2,65.0
DDH049,25.4,-54.6,0.0
DDH049,25.5,-54.4,5.0
DDH049,25.2,-54.4,10.0
DDH049,25.4,-54.7,15.0
DDH049,25.5,-54.6,20.0
DDH049,25.3,-54.6,25.0
DDH049,25.5,-54.5,30.0
DDH050,11.0,-82.7,0.0
DDH050,10.8,-82.8,5.0
DDH050,10.7,-82.8,10.0
DDH050,11.0,-83.0,15.0
DDH050,10.8,-82.7,20.0
DDH050,11.0,-82.7,25.0
DDH050,10.7,-82.7,30.0
DDH050,10.9,-82.6,35.0
DDH050,10.8,-82.7,40.0
DDH050,11.0,-82.7,45.0
DDH051,338.3,-65.1,0.0
DDH051,338.2,-64.9,5.0
DDH051,338.2,-65.2,10.0
DDH051,338.1,-64.9,15.0
DDH051,338.4,-64.9,20.0
DDH051,338.3,-65.1,25.0
DDH051,338.3,-65.0,30.0
DDH051,338.4,-65.1,35.0
DDH051,338.3,-65.1,40.0
DDH052,352.2,-54.3,0.0
DDH052,352.4,-54.3,5.0
DDH052,352.2,-54.2,10.0
DDH052,352.4,-54.2,15.0
DDH052,352.4,-53.9,20.0
DDH052,352.2,-54.0,25.0
DDH052,352.4,-53.9,30.0
DDH052,352.4,-54.1,35.0
DDH052,352.3,-54.2,40.0
DDH052,352.3,-53.9,45.0
DDH052,352.1,-54.0,50.0
DDH052,352.3,-54.2,55.0
DDH052,352.1,-53.9,60.0
DDH052,352.2,-53.9,65.0
DDH052,352.1,-54.2,70.0
DDH052,352.4,-54.0,75.0
DDH052,352.3,-53.8,80.0
DDH052,352.2,-54.1,85.0
DDH052,352.4,-54.1,90.0
DDH052,352.3,-53.7,95.0
DDH053,340.4,-75.2,0.0
DDH053,340.4,-75.1,5.0
DDH053,340.7,-75.2,10.0
DDH053,340.4,-75.0,15.0
DDH053,340.5,-75.0,20.0
DDH053,340.6,-75.2,25.0
DDH053,340.6,-75.1,30.0
DDH053,340.6,-75.0,35.0
DDH053,340.7,-74.8,40.0
DDH053,340.7,-74.9,45.0
DDH053,340.4,-75.0,50.0
DDH053,340.4,-75.0,55.0
DDH053,340.7,-75.0,60.0
DDH053,340.7,-75.0,65.0
DDH053,340.6,-75.1,70.0
DDH053,340.6,-74.9,75.0
DDH053,340.6,-74.8,80.0
DDH053,340.7,-74.9,85.0
DDH053,340.6,-74.9,90.0
DDH053,340.5,-74.8,95.0
DDH053,340.5,-74.7,100.0
DDH054,17.3,-75.8,0.0
DDH054,17.3,-75.9,5.0
DDH054,17.3,-76.0,10.0
DDH054,17.4,-75.8,15.0
DDH054,17.3,-75.9,20.0
DDH054,17.5,-75.7,25.0
DDH054,17.4,-75.9,30.0
DDH054,17.5,-75.9,35.0
DDH054,17.3,-76.1,40.0
DDH054,17.5,-75.8,45.0
DDH054,17.3,-76.1,50.0
DDH054,17.3,-76.1,55.0
DDH054,17.4,-75.9,60.0
DDH054,17.2,-75.9,65.0
DDH054,17.2,-76.0,70.0
DDH054,17.5,-76.0,75.0
DDH054,17.4,-76.1,80.0
DDH054,17.5,-76.1,85.0
DDH055,59.2,-78.0,0.0
DDH055,59.0,-78.0,5.0
DDH055,59.0,-77.8,10.0
DDH055,59.2,-77.8,15.0
DDH055,59.2,-77.6,20.0
DDH055,59.2,-77.8,25.0
DDH055,59.0,-77.6,30.0
DDH055,59.0,-77.8,35.0
DDH055,58.9,-77.7,40.0
DDH055,59.1,-77.8,45.0
DDH055,59.2,-77.7,50.0
DDH055,59.1,-77.6,55.0
DDH055,58.9,-77.7,60.0
DDH055,58.9,-77.5,65.0
DDH055,59.0,-77.8,70.0
DDH055,59.3,-77.8,75.0
DDH055,59.0,-77.6,80.0
DDH055,59.0,-77.5,85.0
DDH056,356.9,-56.1,0.0
DDH056,356.9,-56.2,5.0
DDH056,356.7,-56.4,10.0
DDH056,356.8,-56.4,15.0
DDH056,357.0,-56.3,20.0
DDH056,356.8,-56.2,25.0
DDH056,356.9,-56.5,30.0
DDH056,356.9,-56.5,35.0
DDH056,356.8,-56.5,40.0
DDH056,356.8,-56.5,45.0
DDH056,356.6,-56.6,50.0
DDH056,356.7,-56.3,55.0
DDH056,356.6,-56.4,60.0
DDH056,356.8,-56.4,65.0
DDH056,356.6,-56.3,70.0
DDH056,356.7,-56.5,75.0
DDH056,356.8,-56.4,80.0
DDH056,356.8,-56.4,85.0
DDH056,356.5,-56.3,90.0
DDH057,17.3,-67.9,0.0
DDH057,17.5,-68.1,5.0
DDH057,17.5,-67.7,10.0
DDH057,17.5,-67.8,15.0
DDH057,17.4,-67.7,20.0
DDH058,358.8,-48.9,0.0
DDH058,358.9,-48.8,5.0
DDH058,358.7,-48.8,10.0
DDH058,358.9,-48.9,15.0
DDH058,358.7,-48.9,20.0
DDH058,358.7,-48.8,25.0
DDH059,346.4,-64.4,0.0
DDH059,346.7,-64.5,5.0
DDH059,346.5,-64.5,10.0
DDH059,346.8,-64.5,15.0
DDH059,346.7,-64.4,20.0
DDH060,19.4,-56.1,0.0
DDH060,19.7,-56.3,5.0
DDH060,19.4,-56.3,10.0
DDH060,19.6,-56.0,15.0
DDH060,19.6,-56.1,20.0
DDH061,9.0,-83.9,0.0
DDH061,9.0,-83.9,5.0
DDH061,8.7,-83.9,10.0
DDH061,8.9,-83.7,15.0
DDH061,8.9,-83.8,20.0
DDH062,64.7,-78.7,0.0
DDH062,64.6,-78.7,5.0
DDH062,64.8,-78.7,10.0
DDH062,64.7,-78.5,15.0
DDH062,64.9,-78.6,20.0
DDH062,64.8,-78.6,25.0
DDH062,64.6,-78.6,30.0
DDH062,64.6,-78.5,35.0
DDH062,64.8,-78.5,40.0
DDH062,64.5,-78.7,45.0
DDH062,64.7,-78.6,50.0
DDH062,64.8,-78.8,55.0
DDH062,64.7,-78.5,60.0
DDH062,64.6,-78.5,65.0
DDH062,64.8,-78.7,70.0
DDH062,64.7,-78.7,75.0
DDH062,64.5,-78.6,80.0
DDH062,64.5,-78.8,85.0
DDH062,64.6,-78.6,90.0
DDH062,64.7,-78.8,95.0
DDH062,64.7,-78.6,100.0
DDH063,18.8,-45.3,0.0
DDH063,18.7,-45.2,5.0
DDH063,18.8,-45.3,10.0
DDH063,19.0,-45.2,15.0
DDH063,18.9,-45.3,20.0
DDH063,19.0,-45.2,25.0
DDH063,18.8,-45.3,30.0
DDH063,19.0,-45.5,35.0
DDH063,19.1,-45.2,40.0
DDH063,18.8,-45.6,45.0
DDH063,19.0,-45.5,50.0
DDH063,18.8,-45.3,55.0
DDH064,45.8,-83.1,0.0
DDH064,45.7,-83.5,5.0
DDH064,45.8,-83.2,10.0
DDH064,45.9,-83.2,15.0
DDH064,45.6,-83.3,20.0
DDH064,45.8,-83.3,25.0
DDH064,45.7,-83.5,30.0
DDH064,45.9,-83.2,35.0
DDH064,45.8,-83.5,40.0
DDH064,45.7,-83.2,45.0
DDH064,45.8,-83.4,50.0
DDH064,45.9,-83.5,55.0
DDH064,45.6,-83.4,60.0
DDH064,46.0,-83.3,65.0
DDH064,45.7,-83.3,70.0
DDH064,45.9,-83.4,75.0
DDH064,45.9,-83.2,80.0
DDH064,46.0,-83.3,85.0
DDH064,45.8,-83.4,90.0
DDH064,45.8,-83.5,95.0
DDH065,17.4,-82.7,0.0
DDH065,17.3,-82.8,5.0
DDH065,17.5,-82.8,10.0
DDH065,17.5,-82.8,15.0
DDH065,17.6,-82.7,20.0
DDH065,17.6,-82.8,25.0
DDH065,17.5,-82.6,30.0
DDH065,17.3,-82.8,35.0
DDH065,17.5,-82.9,40.0
DDH065,17.4,-82.8,45.0
DDH065,17.5,-82.7,50.0
DDH065,17.6,-82.7,55.0
DDH065,17.5,-82.9,60.0
DDH065,17.6,-82.8,65.0
DDH065,17.5,-82.9,70.0
DDH065,17.7,-82.9,75.0
DDH065,17.7,-83.0,80.0
DDH065,17.7,-82.8,85.0
DDH066,38.8,-59.9,0.0
DDH066,38.8,-60.0,5.0
DDH066,38.7,-59.8,10.0
DDH066,38.8,-60.1,15.0
DDH066,38.7,-59.8,20.0
DDH066,39.0,-59.8,25.0
DDH067,39.3,-77.6,0.0
DDH067,39.4,-77.6,5.0
DDH067,39.3,-77.7,10.0
DDH067,39.2,-77.9,15.0
DDH067,39.2,-77.8,20.0
DDH067,39.5,-77.8,25.0
DDH067,39.4,-77.8,30.0
DDH067,39.1,-78.0,35.0
DDH067,39.4,-77.8,40.0
DDH067,39.3,-77.9,45.0
DDH068,1.4,-70.9,0.0
DDH068,1.8,-70.8,5.0
DDH068,1.7,-71.0,10.0
DDH068,1.8,-70.8,15.0
DDH068,1.7,-70.8,20.0
DDH068,1.5,-70.8,25.0
DDH068,1.5,-71.0,30.0
DDH068,1.6,-70.8,35.0
DDH069,31.1,-64.7,0.0
DDH069,30.9,-65.0,5.0
DDH069,31.0,-65.1,10.0
DDH069,30.8,-64.7,15.0
DDH069,30.9,-65.1,20.0
DDH069,31.0,-64.9,25.0
DDH069,31.0,-65.0,30.0
DDH069,30.8,-64.8,35.0
DDH070,356.5,-44.7,0.0
DDH070,356.3,-44.6,5.0
DDH070,356.4,-44.8,10.0
DDH070,356.4,-44.9,15.0
DDH070,356.5,-44.9,20.0
DDH070,356.3,-44.9,25.0
DDH071,59.3,-70.2,0.0
DDH071,59.2,-70.4,5.0
DDH071,59.3,-70.4,10.0
DDH071,59.4,-70.4,15.0
DDH071,59.2,-70.4,20.0
DDH072,83.4,-84.5,0.0
DDH072,83.1,-84.4,5.0
DDH072,83.4,-84.6,10.0
DDH072,83.5,-84.4,15.0
DDH072,83.2,-84.3,20.0
DDH073,346.5,-69.1,0.0
DDH073,346.6,-69.1,5.0
DDH073,346.7,-69.3,10.0
DDH073,346.7,-69.3,15.0
DDH073,346.8,-69.3,20.0
DDH074,22.8,-73.2,0.0
DDH074,23.1,-73.1,5.0
DDH074,23.1,-73.3,10.0
DDH074,22.7,-73.1,15.0
DDH074,22.7,-73.2,20.0
DDH074,22.7,-73.2,25.0
DDH074,22.8,-73.1,30.0
DDH074,22.8,-73.1,35.0
DDH074,22.7,-73.2,40.0
DDH074,22.9,-73.2,45.0
DDH074,22.9,-73.3,50.0
DDH074,23.0,-73.0,55.0
DDH074,23.0,-73.2,60.0
DDH074,22.9,-73.3,65.0
DDH074,23.0,-73.1,70.0
DDH074,23.0,-73.3,75.0
DDH074,22.9,-73.2,80.0
DDH074,22.8,-73.2,85.0
DDH074,23.0,-73.2,90.0
DDH074,22.8,-73.2,95.0
DDH074,22.6,-73.1,100.0
DDH074,22.7,-73.3,105.0
DDH074,22.7,-73.3,110.0
DDH074,22.9,-73.2,115.0
DDH074,22.7,-73.1,120.0
DDH074,23.0,-73.0,125.0
DDH074,23.0,-72.9,130.0
DDH074,22.7,-73.2,135.0
DDH074,22.9,-73.2,140.0
DDH074,22.9,-73.0,145.0
DDH074,22.6,-73.0,150.0
DDH074,22.7,-73.2,155.0
DDH074,22.8,-73.1,160.0
DDH074,22.9,-73.0,165.0
DDH074,22.8,-73.0,170.0
DDH074,23.0,-73.0,175.0
DDH074,22.7,-72.9,180.0
DDH075,341.0,-81.8,0.0
DDH075,340.9,-81.9,5.0
DDH075,340.9,-82.0,10.0
DDH075,341.0,-81.8,15.0
DDH075,340.9,-82.0,20.0
DDH075,340.8,-82.0,25.0
DDH075,340.9,-81.7,30.0
DDH075,340.9,-82.0,35.0
DDH075,340.8,-81.9,40.0
DDH075,340.7,-81.8,45.0
DDH075,340.8,-81.7,50.0
DDH075,340.9,-81.8,55.0
DDH075,341.0,-82.0,60.0
DDH075,340.8,-82.0,65.0
DDH075,340.9,-81.7,70.0
DDH075,340.8,-81.9,75.0
DDH075,340.9,-81.7,80.0
DDH075,340.8,-81.8,85.0
DDH075,340.8,-81.7,90.0
DDH075,340.9,-81.6,95.0
DDH075,340.8,-81.7,100.0
DDH075,340.8,-81.8,105.0
DDH075,340.8,-81.5,110.0
DDH075,341.0,-81.5,115.0
DDH075,340.9,-81.8,120.0
DDH075,340.8,-81.6,125.0
DDH075,340.9,-81.8,130.0
DDH075,341.0,-81.6,135.0
DDH075,341.0,-81.6,140.0
DDH075,340.8,-81.8,145.0
DDH075,341.0,-81.5,150.0
DDH075,341.0,-81.6,155.0
DDH075,341.0,-81.7,160.0
DDH075,341.2,-81.5,165.0
DDH075,341.0,-81.7,170.0
DDH075,341.1,-81.7,175.0
DDH075,341.2,-81.4,180.0
DDH075,341.0,-81.7,185.0
DDH075,341.0,-81.6,190.0
DDH075,341.0,-81.6,195.0
DDH076,320.5,-83.5,0.0
DDH076,320.4,-83.3,5.0
DDH076,320.4,-83.2,10.0
DDH076,320.3,-83.4,15.0
DDH076,320.5,-83.2,20.0
DDH076,320.6,-83.2,25.0
DDH076,320.6,-83.2,30.0
DDH076,320.7,-83.3,35.0
DDH076,320.5,-83.1,40.0
DDH076,320.4,-83.2,45.0
DDH076,320.5,-83.4,50.0
DDH076,320.4,-83.3,55.0
DDH076,320.7,-83.3,60.0
DDH076,320.4,-83.1,65.0
DDH076,320.7,-83.2,70.0
DDH076,320.4,-83.1,75.0
DDH076,320.7,-83.1,80.0
DDH076,320.7,-83.3,85.0
DDH076,320.4,-83.1,90.0
DDH076,320.5,-83.0,95.0
DDH076,320.7,-83.0,100.0
DDH076,320.5,-83.1,105.0
DDH076,320.4,-83.0,110.0
DDH076,320.4,-83.2,115.0
DDH076,320.6,-83.3,120.0
DDH076,320.4,-83.3,125.0
DDH076,320.4,-83.1,130.0
DDH076,320.5,-83.1,135.0
DDH076,320.7,-83.0,140.0
DDH076,320.6,-83.1,145.0
DDH076,320.7,-83.3,150.0
DDH076,320.4,-82.9,155.0
DDH076,320.4,-83.1,160.0
DDH076,320.5,-83.0,165.0
DDH076,320.5,-83.1,170.0
DDH076,320.5,-83.2,175.0
DDH076,320.6,-82.8,180.0
DDH076,320.5,-83.2,185.0
DDH076,320.8,-83.2,190.0
DDH076,320.7,-83.2,195.0
DDH077,79.9,-75.2,0.0
DDH077,79.8,-75.2,5.0
DDH077,80.0,-75.1,10.0
DDH077,79.8,-75.4,15.0
DDH077,79.9,-75.4,20.0
DDH077,79.7,-75.2,25.0
DDH077,79.8,-75.4,30.0
DDH077,80.1,-75.3,35.0
DDH077,80.1,-75.3,40.0
DDH077,79.8,-75.2,45.0
DDH077,79.9,-75.2,50.0
DDH077,79.9,-75.5,55.0
DDH077,80.0,-75.1,60.0
DDH077,80.1,-75.4,65.0
DDH077,79.9,-75.2,70.0
DDH077,80.0,-75.4,75.0
DDH077,79.8,-75.3,80.0
DDH077,80.0,-75.2,85.0
DDH077,79.9,-75.0,90.0
DDH077,80.1,-75.2,95.0
DDH077,80.1,-75.2,100.0
DDH077,80.2,-75.1,105.0
DDH077,79.9,-75.3,110.0
DDH077,80.1,-75.1,115.0
DDH077,80.0,-75.3,120.0
DDH077,79.9,-75.2,125.0
DDH077,80.3,-75.3,130.0
DDH077,79.9,-75.3,135.0
DDH077,80.3,-75.2,140.0
DDH077,80.1,-75.0,145.0
DDH077,80.2,-75.2,150.0
DDH077,80.0,-75.0,155.0
DDH077,80.3,-75.3,160.0
DDH077,80.1,-75.3,165.0
DDH077,80.3,-75.0,170.0
DDH077,80.0,-75.2,175.0
DDH077,80.3,-75.2,180.0
DDH077,80.2,-74.9,185.0
DDH077,80.0,-75.1,190.0
DDH077,80.2,-75.1,195.0
DDH077,80.1,-75.2,200.0
DDH078,352.1,-59.6,0.0
DDH078,352.0,-59.6,5.0
DDH078,352.3,-59.4,10.0
DDH078,352.2,-59.4,15.0
DDH078,352.3,-59.5,20.0
DDH078,352.1,-59.4,25.0
DDH078,352.3,-59.3,30.0
DDH078,352.2,-59.4,35.0
DDH078,352.1,-59.5,40.0
DDH078,352.0,-59.2,45.0
DDH078,351.9,-59.3,50.0
DDH078,352.1,-59.2,55.0
DDH078,351.9,-59.5,60.0
DDH078,352.0,-59.4,65.0
DDH078,352.1,-59.4,70.0
DDH078,351.9,-59.4,75.0
DDH078,352.2,-59.5,80.0
DDH078,351.9,-59.1,85.0
DDH078,351.9,-59.3,90.0
DDH078,351.8,-59.2,95.0
DDH078,351.8,-59.3,100.0
DDH078,351.9,-59.2,105.0
DDH078,351.8,-59.0,110.0
DDH078,351.9,-59.3,115.0
DDH078,351.8,-59.2,120.0
DDH078,352.0,-59.1,125.0
DDH078,351.8,-59.0,130.0
DDH078,351.8,-59.2,135.0
DDH078,351.7,-59.0,140.0
DDH078,351.8,-59.1,145.0
DDH078,351.9,-59.1,150.0
DDH078,351.8,-59.2,155.0
DDH078,351.9,-59.0,160.0
DDH078,351.7,-58.9,165.0
DDH078,351.8,-59.2,170.0
DDH078,351.7,-59.1,175.0
DDH079,303.9,-85.6,0.0
DDH079,304.2,-85.5,5.0
DDH079,304.2,-85.5,10.0
DDH079,304.1,-85.7,15.0
DDH079,303.9,-85.7,20.0
DDH080,352.7,-65.7,0.0
DDH080,352.8,-66.0,5.0
DDH080,352.9,-66.1,10.0
DDH080,352.9,-65.9,15.0
DDH080,353.1,-66.1,20.0
DDH081,0.7,-44.7,0.0
DDH081,0.5,-44.5,5.0
DDH081,0.5,-44.7,10.0
DDH081,0.5,-44.7,15.0
DDH081,0.5,-44.7,20.0
DDH081,0.7,-44.7,25.0
DDH081,0.6,-44.8,30.0
DDH082,33.1,-46.1,0.0
DDH082,32.7,-46.1,5.0
DDH082,33.0,-45.9,10.0
DDH082,33.0,-45.8,15.0
DDH082,33.0,-45.9,20.0
DDH082,33.1,-46.1,25.0
DDH082,33.0,-46.0,30.0
DDH082,33.0,-46.2,35.0
DDH082,32.9,-45.9,40.0
DDH082,32.7,-46.1,45.0
DDH082,33.0,-46.1,50.0
DDH082,32.7,-45.8,55.0
DDH082,32.8,-46.2,60.0
DDH082,32.7,-46.2,65.0
DDH082,32.8,-45.9,70.0
DDH082,32.8,-46.2,75.0
DDH082,32.9,-46.2,80.0
DDH082,32.7,-46.2,85.0
DDH082,33.0,-46.1,90.0
DDH082,32.9,-45.9,95.0
DDH082,32.8,-46.0,100.0
DDH082,32.7,-46.1,105.0
DDH082,32.8,-46.0,110.0
DDH082,32.7,-46.0,115.0
DDH082,32.9,-46.2,120.0
DDH082,32.9,-45.8,125.0
DDH082,32.9,-45.9,130.0
DDH082,32.8,-46.2,135.0
DDH082,32.9,-45.9,140.0
DDH082,32.6,-46.2,145.0
DDH082,32.6,-46.0,150.0
DDH082,32.9,-46.0,155.0
DDH083,356.5,-69.0,0.0
DDH083,356.4,-69.0,5.0
DDH083,356.3,-69.4,10.0
DDH083,356.3,-69.1,15.0
DDH083,356.3,-69.1,20.0
DDH083,356.5,-69.4,25.0
DDH083,356.5,-69.1,30.0
DDH083,356.3,-69.4,35.0
DDH083,356.5,-69.5,40.0
DDH083,356.6,-69.2,45.0
DDH083,356.4,-69.1,50.0
DDH083,356.5,-69.4,55.0
DDH083,356.5,-69.5,60.0
DDH083,356.4,-69.2,65.0
DDH083,356.5,-69.4,70.0
DDH083,356.4,-69.5,75.0
DDH083,356.5,-69.3,80.0
DDH083,356.5,-69.3,85.0
DDH083,356.7,-69.4,90.0
DDH083,356.4,-69.4,95.0
DDH083,356.7,-69.6,100.0
DDH083,356.7,-69.5,105.0
DDH083,356.6,-69.5,110.0
DDH083,356.6,-69.5,115.0
DDH083,356.8,-69.4,120.0
DDH083,356.7,-69.6,125.0
DDH083,356.7,-69.7,130.0
DDH083,356.7,-69.5,135.0
DDH083,356.6,-69.6,140.0
DDH083,356.7,-69.4,145.0
DDH083,356.6,-69.4,150.0
DDH084,15.2,-50.3,0.0
DDH084,15.2,-50.3,5.0
DDH084,15.0,-50.2,10.0
DDH084,15.0,-50.4,15.0
DDH084,15.0,-50.1,20.0
DDH084,15.0,-50.4,25.0
DDH084,15.1,-50.4,30.0
DDH084,14.9,-50.3,35.0
DDH084,14.9,-50.0,40.0
DDH084,14.9,-50.2,45.0
DDH084,15.2,-50.2,50.0
DDH084,15.2,-50.1,55.0
DDH084,14.9,-50.3,60.0
DDH084,15.2,-50.1,65.0
DDH084,15.0,-50.3,70.0
DDH084,15.0,-50.3,75.0
DDH084,15.3,-50.2,80.0
DDH084,14.9,-50.2,85.0
DDH084,15.1,-50.2,90.0
DDH084,15.2,-50.1,95.0
DDH084,15.2,-50.3,100.0
DDH084,15.1,-50.2,105.0
DDH084,15.1,-50.1,110.0
DDH084,15.3,-50.2,115.0
DDH084,15.3,-50.0,120.0
DDH084,15.2,-50.2,125.0
DDH084,15.3,-50.1,130.0
DDH084,15.3,-50.0,135.0
DDH085,322.4,-84.9,0.0
DDH085,322.3,-84.6,5.0
DDH085,322.6,-85.0,10.0
DDH085,322.3,-84.9,15.0
DDH085,322.5,-84.9,20.0
DDH085,322.3,-84.8,25.0
DDH085,322.4,-84.7,30.0
DDH085,322.6,-85.0,35.0
DDH085,322.4,-84.8,40.0
DDH085,322.6,-84.8,45.0
DDH085,322.3,-84.6,50.0
DDH085,322.4,-85.0,55.0
DDH085,322.5,-84.9,60.0
DDH085,322.5,-84.9,65.0
DDH085,322.5,-84.7,70.0
DDH085,322.5,-84.8,75.0
DDH085,322.5,-84.9,80.0
DDH085,322.4,-84.8,85.0
DDH085,322.5,-84.7,90.0
DDH085,322.3,-84.8,95.0
DDH085,322.4,-84.9,100.0
DDH085,322.6,-84.7,105.0
DDH085,322.6,-84.8,110.0
DDH085,322.5,-84.8,115.0
DDH085,322.6,-84.7,120.0
DDH085,322.6,-84.8,125.0
DDH085,322.6,-84.8,130.0
DDH085,322.5,-84.7,135.0
DDH085,322.5,-84.8,140.0
DDH085,322.5,-85.0,145.0
DDH085,322.4,-84.9,150.0
DDH085,322.6,-84.8,155.0
DDH085,322.6,-84.9,160.0
DDH085,322.6,-84.9,165.0
DDH085,322.5,-84.7,170.0
DDH086,36.3,-49.1,0.0
DDH086,36.2,-49.0,5.0
DDH086,36.3,-49.1,10.0
DDH086,36.2,-49.1,15.0
DDH086,36.4,-48.9,20.0
DDH086,36.4,-49.1,25.0
DDH086,36.5,-48.9,30.0
DDH086,36.4,-49.2,35.0
DDH086,36.4,-48.9,40.0
DDH086,36.4,-49.1,45.0
DDH086,36.2,-49.2,50.0
DDH086,36.4,-49.0,55.0
DDH086,36.3,-49.1,60.0
DDH086,36.2,-49.1,65.0
DDH086,36.1,-49.0,70.0
DDH086,36.2,-49.3,75.0
DDH086,36.1,-49.0,80.0
DDH086,36.1,-49.3,85.0
DDH086,36.2,-49.0,90.0
DDH086,36.3,-49.2,95.0
DDH086,36.1,-49.2,100.0
DDH086,36.3,-49.0,105.0
DDH086,36.0,-49.1,110.0
DDH086,36.0,-49.3,115.0
DDH086,36.2,-49.1,120.0
DDH086,36.2,-49.4,125.0
DDH086,36.1,-49.0,130.0
DDH086,36.1,-49.2,135.0
DDH086,36.1,-49.1,140.0
