DHID,depth,azimuth,dip
DH_118,95.0,96.096,-65.441
DH_118,99.981,96.328,-65.79
DH_118,104.962,96.485,-66.081
DH_118,109.943,96.461,-66.355
DH_118,114.925,96.676,-66.663
DH_118,119.906,97.769,-66.929
DH_118,124.887,97.176,-67.087
DH_118,130.0,96.356,-67.275
DH_118,135.0,97.763,-67.529
DH_118,140.0,97.881,-67.761
DH_118,145.0,97.248,-68.05
DH_118,150.0,97.608,-68.367
DH_118,155.0,97.534,-68.675
DH_118,160.0,97.508,-69.017
DH_118,165.0,97.6,-69.392
DH_118,170.0,98.564,-69.803
DH_118,175.0,98.939,-70.151
DH_118,179.981,98.317,-70.431
DH_118,184.962,98.056,-70.715
DH_118,189.943,97.606,-70.898
DH_118,194.925,97.616,-71.08
DH_118,199.906,99.765,-71.394
DH_118,204.887,100.407,-71.693
DH_118,209.868,98.956,-71.895
DH_118,214.849,99.322,-72.031
DH_118,219.83,100.404,-72.198
DH_118,225.0,101.002,-72.442
DH_118,230.0,100.027,-72.626
DH_118,235.0,100.622,-72.87
DH_118,240.0,101.035,-73.068
DH_118,245.0,99.886,-73.209
DH_118,250.0,99.707,-73.408
DH_118,255.0,99.718,-73.6
DH_118,260.0,99.98,-73.834
DH_118,265.0,100.267,-74.033
DH_118,270.0,101.288,-74.153
DH_118,275.0,101.569,-74.244
DH_118,280.0,100.517,-74.342
DH_118,285.0,100.706,-74.442
DH_118,289.981,101.694,-74.641
DH_118,294.962,101.891,-74.751
DH_118,299.943,102.091,-74.847
DH_118,304.925,102.409,-75.097
DH_118,309.906,101.967,-75.196
DH_119,0.0,89.0,-60.0
DH_119,5.0,89.333,-60.733
DH_119,10.0,89.858,-61.018
DH_119,15.0,90.657,-61.25
DH_119,20.0,90.801,-61.658
DH_119,25.0,90.476,-62.0
DH_119,30.0,89.826,-62.226
DH_119,35.0,89.0,-62.334
DH_119,40.0,87.943,-62.76
DH_119,45.0,89.502,-63.159
DH_119,50.0,91.924,-63.267
DH_119,55.0,91.405,-63.61
DH_119,60.0,91.271,-64.009
DH_119,65.0,91.404,-64.467
DH_119,70.0,91.682,-64.76
DH_119,75.0,91.784,-65.168
DH_119,80.0,91.69,-65.593
DH_119,85.0,92.118,-65.883
DH_119,90.0,92.066,-66.175
DH_119,95.0,92.042,-66.408
DH_119,100.0,92.246,-66.884
DH_119,105.0,92.9,-67.175
DH_119,110.0,93.954,-67.31
DH_119,115.0,94.526,-67.65
DH_119,120.0,95.648,-68.038
DH_119,125.0,95.89,-68.37
DH_119,130.0,95.082,-68.659
DH_119,135.0,93.73,-68.991
DH_119,140.0,93.739,-69.1
DH_119,145.0,95.101,-69.125
DH_119,150.0,94.512,-69.492
DH_119,155.0,96.153,-69.903
DH_119,160.0,97.249,-70.202
DH_119,165.0,98.741,-70.458
DH_119,170.0,98.167,-70.599
DH_119,175.0,96.106,-70.511
DH_119,180.0,98.049,-70.728
DH_119,185.0,106.002,-71.236
DH_119,190.0,107.435,-71.381
DH_119,195.0,101.85,-71.45
DH_120,0.0,89.0,-60.0
DH_120,5.0,90.41,-60.126
DH_120,10.0,91.216,-60.2
DH_120,15.0,92.048,-60.46
DH_120,20.0,93.12,-60.284
DH_120,25.0,94.812,-60.331
DH_120,30.0,96.348,-60.95
DH_120,35.0,97.063,-61.476
DH_120,40.0,97.883,-62.425
DH_120,45.0,98.892,-63.127
DH_120,50.0,99.203,-64.017
DH_120,55.0,99.422,-65.051
DH_120,60.0,101.291,-65.189
DH_120,65.0,101.48,-65.721
DH_120,70.0,100.667,-66.225
DH_120,75.0,100.826,-66.383
DH_120,80.0,100.716,-66.817
DH_120,85.0,100.05,-67.368
DH_120,90.0,99.663,-67.884
DH_120,95.0,101.328,-68.072
DH_120,100.0,102.799,-68.133
DH_120,105.0,101.937,-68.512
DH_120,110.0,102.228,-68.864
DH_120,115.0,103.865,-69.109
DH_120,120.0,103.647,-69.476
DH_120,125.0,103.034,-69.875
DH_120,130.0,101.864,-70.337
DH_120,135.0,101.13,-70.759
DH_120,140.0,102.634,-70.912
DH_120,145.0,104.326,-70.859
DH_120,150.0,104.484,-71.267
DH_120,155.0,103.868,-71.808
DH_120,160.0,104.091,-71.95
DH_120,165.0,104.517,-72.042
DH_120,170.0,104.417,-72.092
DH_120,175.0,103.426,-72.127
DH_120,180.0,102.716,-72.175
DH_120,185.0,102.4,-72.217
DH_120,190.0,101.567,-72.267
DH_120,195.0,103.301,-72.302
DH_120,200.0,103.971,-72.23
DH_120,205.0,102.249,-72.134
DH_120,210.0,102.426,-72.051
DH_120,215.0,103.663,-71.893
DH_120,220.0,105.199,-71.802
DH_120,225.0,105.732,-71.725
DH_120,230.0,104.0,-71.522
DH_120,235.0,103.284,-71.376
DH_120,240.0,104.473,-71.451
DH_120,245.0,104.95,-71.55
DH_121,0.0,89.0,-60.0
DH_121,10.0,89.914,-60.28
DH_121,20.0,89.917,-60.671
DH_121,30.0,89.628,-61.182
DH_121,40.0,91.224,-61.775
DH_121,50.0,91.568,-62.226
DH_121,60.0,91.924,-62.675
DH_121,70.0,92.268,-63.126
DH_121,80.0,92.624,-63.575
DH_121,90.0,92.968,-64.026
DH_121,100.0,93.324,-64.475
DH_121,110.0,93.668,-64.926
DH_121,120.0,94.024,-65.375
DH_121,130.0,94.367,-65.826
DH_121,140.0,94.723,-66.275
DH_121,150.0,95.067,-66.725
DH_121,160.0,95.423,-67.175
DH_121,170.0,95.6,-67.4
DH_122,0.0,88.0,-60.0
DH_122,5.021,87.018,-59.47
DH_122,10.042,86.401,-59.83
DH_122,15.063,85.654,-60.028
DH_122,20.083,87.395,-60.031
DH_122,25.104,88.615,-60.091
DH_122,30.125,89.081,-60.534
DH_122,35.146,90.816,-60.955
DH_122,40.167,90.879,-61.327
DH_122,45.188,89.433,-61.768
DH_122,50.209,89.212,-62.132
DH_122,55.0,90.426,-62.536
DH_122,60.0,91.981,-62.885
DH_122,65.0,91.534,-63.339
DH_122,70.021,91.047,-63.777
DH_122,75.042,91.896,-63.96
DH_122,80.063,92.577,-64.214
DH_122,85.083,92.58,-64.638
DH_122,90.0,92.348,-65.108
DH_122,95.0,96.009,-65.398
DH_122,100.021,97.216,-65.636
DH_122,105.042,94.915,-65.927
DH_122,110.063,94.629,-66.171
DH_122,115.083,95.044,-66.422
DH_122,120.104,93.96,-66.612
DH_122,125.125,94.613,-66.767
DH_122,130.146,95.31,-66.998
DH_122,135.167,95.182,-66.93
DH_122,140.188,95.803,-67.039
DH_122,145.209,96.419,-67.465
DH_122,150.23,96.778,-67.737
DH_122,155.25,95.9,-68.035
DH_122,160.271,95.566,-68.258
DH_122,165.292,96.331,-68.56
DH_122,170.313,97.362,-68.789
DH_122,175.334,96.987,-68.96
DH_122,180.355,98.507,-69.211
DH_122,185.376,98.638,-69.621
DH_122,190.397,97.858,-69.956
DH_122,195.417,98.133,-70.033
DH_123,0.0,90.0,-60.0
DH_123,10.0,92.181,-59.9
DH_123,20.0,91.907,-60.618
DH_123,30.0,92.933,-61.417
DH_123,40.0,94.313,-62.215
DH_123,50.0,92.601,-62.764
DH_123,60.0,93.471,-63.54
DH_123,70.0,93.63,-64.084
DH_123,80.0,93.978,-64.534
DH_123,90.0,94.33,-64.984
DH_123,100.0,94.678,-65.434
DH_123,110.0,95.029,-65.884
DH_123,120.0,95.378,-66.334
DH_123,130.0,95.729,-66.784
DH_123,140.0,96.078,-67.234
DH_123,150.0,96.429,-67.684
DH_123,160.0,96.777,-68.134
DH_123,170.0,97.129,-68.584
DH_123,180.0,97.477,-69.034
DH_123,190.0,97.829,-69.484
DH_123,200.0,98.177,-69.934
DH_123,210.0,98.529,-70.384
DH_123,220.0,98.708,-70.608
DH_124,0.0,90.0,-60.0
DH_124,5.0,89.912,-60.667
DH_124,10.0,90.6,-61.511
DH_124,15.0,90.891,-62.152
DH_124,20.0,90.208,-62.633
DH_124,25.0,90.266,-63.15
DH_124,30.0,90.358,-63.792
DH_124,35.0,90.292,-64.125
DH_124,40.0,91.432,-63.838
DH_124,45.0,92.866,-63.509
DH_124,50.0,92.917,-63.65
DH_124,55.0,94.125,-63.59
DH_124,60.0,95.691,-63.467
DH_124,65.0,96.353,-63.801
DH_124,70.0,96.502,-64.259
DH_124,75.0,96.592,-64.426
DH_124,80.0,97.331,-64.625
DH_124,85.0,97.917,-64.8
DH_124,90.0,98.722,-64.918
DH_124,95.0,98.254,-65.17
DH_124,100.0,97.671,-65.501
DH_124,105.0,98.076,-66.242
DH_124,110.0,97.278,-66.852
DH_124,115.0,97.607,-66.979
DH_124,120.0,97.757,-67.186
DH_124,125.0,97.643,-67.336
DH_124,130.0,99.353,-67.669
DH_124,135.0,99.345,-68.127
DH_124,140.0,98.887,-68.442
DH_124,145.0,99.111,-68.917
DH_124,150.0,100.544,-69.466
DH_124,155.0,101.637,-69.868
DH_124,160.0,100.825,-69.942
DH_124,165.0,100.916,-69.984
DH_124,170.0,101.504,-70.375
DH_124,175.0,101.981,-70.908
DH_124,180.0,102.653,-71.326
DH_124,185.0,104.731,-71.748
DH_124,190.0,105.342,-72.269
DH_124,195.0,103.961,-72.709
DH_124,200.0,105.794,-73.037
DH_124,205.0,106.921,-73.27
DH_124,210.0,105.792,-73.392
DH_124,215.0,106.099,-73.525
DH_124,220.0,109.199,-73.96
DH_124,225.0,109.56,-74.148
DH_124,230.0,106.504,-73.859
DH_124,235.0,106.486,-73.917
DH_124,240.0,106.533,-74.076
DH_124,245.0,104.94,-74.153
DH_124,250.0,105.091,-74.262
DH_124,255.0,106.748,-74.359
DH_124,260.0,104.132,-74.42
DH_124,265.0,102.149,-74.102
DH_124,270.0,105.06,-74.192
DH_124,275.0,106.29,-74.485
DH_124,280.0,105.541,-74.633
DH_124,285.0,106.417,-74.818
DH_124,290.0,107.091,-74.8
DH_124,295.0,106.917,-74.783
DH_125,0.0,90.0,-60.0
DH_125,5.0,87.474,-60.067
DH_125,10.0,87.695,-60.26
DH_125,15.0,88.084,-60.717
DH_125,20.0,88.555,-61.018
DH_125,25.0,89.384,-61.008
DH_125,30.0,90.056,-61.009
DH_125,35.0,90.734,-61.05
DH_125,40.0,89.398,-61.075
DH_125,45.0,90.104,-61.51
DH_125,50.0,92.342,-61.925
DH_125,55.0,92.88,-62.234
DH_125,60.0,93.972,-62.584
DH_125,65.0,94.384,-63.0
DH_125,70.0,94.068,-63.433
DH_125,75.0,94.413,-63.826
DH_125,80.0,94.301,-65.035
DH_125,85.0,94.499,-65.328
DH_125,90.0,95.628,-65.084
DH_125,95.0,95.441,-65.542
DH_125,100.0,94.917,-65.758
DH_125,105.0,95.04,-66.183
DH_125,110.0,94.804,-66.634
DH_125,115.0,94.425,-67.167
DH_125,120.0,94.665,-67.583
DH_125,125.0,94.325,-67.743
DH_125,130.0,94.621,-68.094
DH_125,135.0,95.984,-68.759
DH_125,140.0,96.009,-69.126
DH_125,145.0,96.209,-69.401
DH_125,150.0,96.545,-69.8
DH_125,155.0,96.101,-70.2
DH_125,160.0,95.205,-70.56
DH_125,165.0,96.359,-71.011
DH_125,170.0,97.793,-71.368
DH_125,175.0,97.043,-71.567
DH_125,180.0,97.333,-71.725
DH_125,185.0,96.457,-71.963
DH_125,190.0,97.374,-72.204
DH_125,195.0,98.626,-72.369
DH_125,200.0,98.663,-72.736
DH_125,205.0,99.568,-73.033
DH_125,210.0,98.762,-73.226
DH_125,215.0,101.2,-73.523
DH_125,220.0,102.229,-73.794
DH_125,225.0,100.075,-73.983
DH_125,230.0,100.387,-74.309
DH_125,235.0,98.636,-74.626
DH_125,240.0,96.36,-74.883
DH_125,245.0,98.042,-75.074
DH_125,250.0,99.908,-75.267
DH_125,255.0,102.188,-75.611
DH_125,260.0,102.4,-75.801
DH_125,265.0,101.177,-75.96
DH_125,270.0,102.083,-76.067
DH_126,0.0,90.0,-60.0
DH_126,5.073,88.775,-60.388
DH_126,10.145,88.985,-60.626
DH_126,15.218,89.031,-61.1
DH_126,20.291,89.684,-61.694
DH_126,25.364,90.858,-62.332
DH_126,30.436,92.329,-62.775
DH_126,35.509,93.5,-63.072
DH_126,40.582,94.449,-63.601
DH_126,45.655,94.761,-64.583
DH_126,50.727,95.088,-65.47
DH_126,56.0,94.038,-65.934
DH_126,61.0,94.249,-66.569
DH_126,66.0,95.278,-67.071
DH_126,71.0,94.74,-67.724
DH_126,76.0,94.601,-68.368
DH_126,81.073,95.298,-68.624
DH_126,86.145,96.212,-69.08
DH_126,91.218,96.477,-69.512
DH_126,96.291,98.231,-69.874
DH_126,101.364,96.363,-70.479
DH_126,106.436,97.531,-70.785
DH_126,111.509,98.25,-71.101
DH_126,116.582,97.857,-71.529
DH_126,121.655,96.894,-71.848
DH_126,126.727,98.417,-71.901
DH_126,131.8,98.956,-72.293
DH_126,136.873,99.301,-72.615
DH_126,141.945,99.455,-72.98
DH_126,147.018,99.297,-73.255
DH_126,152.091,99.55,-73.472
DH_126,157.164,99.936,-73.793
DH_126,162.236,99.953,-73.887
DH_126,167.309,100.723,-73.998
DH_126,172.382,101.353,-74.304
DH_126,177.454,101.856,-74.467
DH_126,183.0,102.519,-74.799
DH_126,188.0,103.272,-74.831
DH_126,193.0,103.223,-75.086
DH_126,198.073,103.914,-75.236
DH_126,203.145,105.941,-75.305
DH_126,208.218,107.137,-75.425
DH_126,213.291,106.739,-75.781
DH_126,218.0,106.827,-76.023
DH_126,223.0,107.512,-76.329
DH_126,228.0,107.763,-76.612
DH_126,233.0,108.132,-76.784
DH_126,238.073,109.011,-76.856
DH_126,243.145,108.711,-77.081
DH_126,248.218,107.821,-77.212
DH_126,253.291,107.485,-77.431
DH_126,258.364,107.825,-77.627
DH_126,263.0,107.414,-77.82
DH_126,268.0,107.845,-78.002
DH_126,273.0,107.262,-78.116
DH_126,278.0,107.47,-78.253
DH_126,283.0,108.341,-78.411
DH_126,288.0,108.61,-78.556
DH_126,293.0,108.794,-78.711
DH_126,298.0,109.611,-78.784
DH_126,303.0,108.598,-78.905
DH_126,308.0,106.691,-79.045
DH_126,313.0,107.413,-79.072
DH_126,318.0,107.319,-79.079
DH_126,323.0,107.368,-79.272
DH_126,328.0,107.847,-79.408
DH_126,333.073,107.515,-79.551
DH_126,338.145,107.608,-79.882
DH_126,343.218,107.799,-80.269
DH_126,348.291,107.817,-80.3
DH_127,0.0,90.0,-60.0
DH_127,5.0,89.89,-60.234
DH_127,10.0,90.316,-60.55
DH_127,15.0,89.895,-60.967
DH_127,20.0,88.773,-61.46
DH_127,25.0,88.802,-62.027
DH_127,30.0,90.202,-62.585
DH_127,35.0,90.534,-62.925
DH_127,40.0,90.407,-63.175
DH_127,45.0,91.126,-63.519
DH_127,50.04,90.637,-63.678
DH_127,55.08,91.982,-64.081
DH_127,60.12,93.671,-64.593
DH_127,65.159,94.053,-65.037
DH_127,70.199,94.275,-65.423
DH_127,75.0,94.066,-65.625
DH_127,80.0,93.774,-65.877
DH_127,85.04,93.717,-66.196
DH_127,90.08,93.548,-66.534
DH_127,95.12,93.954,-66.922
DH_127,100.159,95.897,-67.38
DH_127,105.199,95.376,-67.813
DH_127,110.239,92.678,-68.641
DH_127,115.279,96.359,-68.887
DH_127,120.319,88.326,-69.002
DH_127,125.359,86.262,-69.009
DH_127,130.398,97.125,-69.204
DH_127,135.438,103.427,-69.497
DH_127,140.478,99.618,-69.871
DH_127,145.518,95.775,-70.098
DH_127,150.558,97.796,-70.298
DH_127,155.598,97.332,-70.557
DH_127,160.638,96.124,-70.894
DH_127,165.677,97.377,-71.251
DH_127,170.717,98.719,-71.449
DH_127,175.757,98.313,-71.575
DH_127,180.797,97.586,-71.892
DH_127,185.837,97.324,-72.255
DH_127,190.877,98.414,-72.489
DH_127,195.917,99.547,-72.535
DH_127,200.956,99.433,-72.782
DH_127,205.996,99.263,-73.108
DH_127,211.036,97.749,-73.312
DH_127,216.076,96.947,-73.536
DH_127,221.116,95.331,-73.631
DH_127,226.156,94.617,-73.633
DH_127,231.195,94.617,-73.633
DH_128,0.0,90.0,-60.0
DH_128,10.0,90.519,-60.676
DH_128,20.0,90.874,-61.125
DH_128,30.0,91.219,-61.576
DH_128,40.0,91.574,-62.025
DH_128,50.0,91.918,-62.476
DH_128,60.0,92.274,-62.925
DH_128,70.0,92.618,-63.376
DH_128,80.0,92.974,-63.825
DH_128,90.0,93.318,-64.276
DH_128,100.0,93.674,-64.725
DH_128,110.0,94.018,-65.176
DH_128,120.0,94.373,-65.625
DH_128,130.0,94.717,-66.076
DH_128,140.0,95.073,-66.525
DH_128,150.0,95.417,-66.975
DH_128,160.0,95.773,-67.421
DH_128,170.0,96.117,-67.863
DH_128,180.0,96.473,-68.313
DH_128,190.0,96.816,-68.771
DH_128,200.0,97.173,-69.225
DH_128,210.0,97.516,-69.675
DH_128,220.0,97.873,-70.125
DH_128,230.0,98.215,-70.575
DH_128,240.0,98.573,-71.025
DH_128,250.0,98.915,-71.475
DH_128,260.0,99.273,-71.925
DH_128,270.0,99.614,-72.375
DH_128,280.0,99.973,-72.825
DH_128,290.0,100.15,-73.05
DH_129,0.0,90.0,-60.0
DH_129,9.375,90.343,-59.879
DH_129,18.75,91.173,-59.739
DH_129,28.0,92.5,-59.704
DH_129,37.0,92.907,-59.688
DH_129,46.0,92.834,-59.974
DH_129,55.0,93.009,-60.524
DH_129,64.0,92.253,-61.163
DH_129,73.375,94.536,-61.916
DH_129,82.75,94.822,-62.594
DH_129,92.125,94.731,-62.622
DH_129,101.5,97.064,-62.579
DH_129,110.875,97.683,-62.976
DH_129,120.25,98.01,-63.398
DH_129,129.625,98.34,-63.819
DH_129,139.0,98.658,-64.233
DH_129,148.0,98.977,-64.638
DH_129,157.0,99.287,-65.043
DH_129,166.0,99.608,-65.443
DH_129,175.0,99.917,-65.841
DH_129,184.0,100.237,-66.244
DH_129,193.0,100.548,-66.657
DH_129,202.0,100.871,-67.076
DH_129,211.375,101.199,-67.498
DH_129,220.75,101.526,-67.92
DH_129,230.125,101.848,-68.331
DH_129,239.0,102.157,-68.733
DH_129,248.0,102.476,-69.138
DH_129,257.0,102.792,-69.551
DH_129,266.375,103.127,-69.973
DH_129,275.75,103.447,-70.395
DH_129,285.125,103.781,-70.814
DH_129,294.5,103.944,-71.022
DH_130,0.0,90.0,-60.0
DH_130,5.0,89.741,-60.442
DH_130,10.0,89.941,-60.425
DH_130,15.0,90.258,-60.508
DH_130,20.0,90.258,-60.442
DH_130,25.0,91.42,-60.73
DH_130,30.0,92.204,-61.426
DH_130,35.0,91.39,-62.226
DH_130,40.0,91.513,-62.918
DH_130,45.0,91.945,-63.577
DH_130,49.934,92.407,-64.178
DH_130,54.867,93.145,-64.601
DH_130,60.0,93.382,-65.117
DH_130,65.0,93.698,-65.6
DH_130,70.0,94.859,-65.935
DH_130,74.934,95.818,-66.209
DH_130,79.867,96.015,-66.65
DH_130,84.801,96.245,-67.212
DH_130,89.735,96.705,-67.699
DH_130,94.668,96.675,-68.089
DH_130,99.602,95.919,-68.431
DH_130,104.535,96.693,-68.791
DH_130,109.469,97.296,-69.37
DH_130,114.403,97.113,-69.754
DH_130,119.336,96.7,-70.247
DH_130,124.27,96.457,-70.727
DH_130,129.204,98.503,-70.917
DH_130,134.137,99.026,-71.318
DH_130,139.071,99.044,-71.836
DH_130,144.005,98.918,-72.265
DH_130,148.938,99.074,-72.435
DH_130,153.872,100.066,-72.944
DH_130,159.0,100.03,-73.354
DH_130,164.0,99.714,-73.723
DH_130,168.934,100.24,-74.147
DH_130,173.867,100.273,-74.41
DH_130,178.801,100.886,-74.745
DH_130,183.735,101.327,-75.262
DH_130,188.668,101.574,-75.692
DH_130,193.602,101.983,-75.744
DH_130,198.535,102.056,-76.141
DH_130,203.0,101.876,-76.433
DH_130,208.0,101.33,-76.659
DH_130,213.0,101.55,-76.836
DH_130,218.0,100.94,-77.104
DH_130,222.934,101.612,-77.449
DH_130,227.867,101.027,-77.861
DH_130,233.0,100.106,-78.102
DH_130,238.0,100.186,-78.34
DH_130,243.0,101.556,-78.46
DH_130,248.0,100.993,-78.701
DH_130,253.0,100.817,-78.922
DH_130,258.0,100.89,-79.132
DH_130,263.0,101.539,-79.322
DH_130,268.0,102.155,-79.532
DH_130,273.0,101.96,-79.769
DH_130,278.0,102.051,-79.908
DH_130,283.0,100.525,-79.995
DH_130,288.0,102.725,-80.02
DH_130,293.0,103.505,-80.101
DH_130,298.0,104.16,-80.143
DH_130,303.0,104.64,-80.147
DH_130,308.0,105.277,-80.177
DH_130,313.0,105.738,-80.135
DH_130,318.0,106.785,-80.247
DH_130,323.0,107.224,-80.293
DH_130,328.0,107.932,-80.288
DH_130,333.0,108.629,-80.293
DH_130,337.934,109.697,-80.256
DH_130,342.867,109.927,-80.13
DH_130,347.801,110.061,-79.969
DH_131,0.0,90.0,-60.0
DH_131,8.095,89.655,-60.242
DH_131,16.189,90.903,-60.262
DH_131,24.0,91.98,-60.538
DH_131,32.0,91.321,-60.308
DH_131,40.0,91.245,-60.388
DH_131,48.0,92.317,-60.082
DH_131,56.0,93.116,-60.41
DH_131,64.0,93.081,-61.114
DH_131,72.095,94.239,-61.868
DH_131,80.189,95.171,-62.428
DH_131,88.0,95.185,-63.069
DH_131,96.0,96.367,-63.328
DH_131,104.0,96.032,-63.755
DH_131,112.0,97.077,-64.544
DH_131,120.0,96.584,-64.847
DH_131,128.0,97.489,-65.426
DH_131,136.095,97.479,-66.031
DH_131,144.189,97.757,-66.396
DH_131,152.284,98.042,-66.759
DH_131,160.378,98.318,-67.106
DH_131,168.0,98.587,-67.451
DH_131,176.0,98.874,-67.813
DH_131,184.0,99.149,-68.18
DH_131,192.0,99.43,-68.545
DH_131,200.0,99.712,-68.905
DH_131,208.0,99.988,-69.268
DH_131,216.095,100.278,-69.631
DH_131,224.189,100.556,-69.996
DH_131,232.284,100.835,-70.352
DH_131,240.0,101.111,-70.705
DH_131,248.0,101.387,-71.068
DH_131,256.095,101.678,-71.431
DH_131,264.189,101.955,-71.796
DH_131,272.284,102.234,-72.152
DH_131,280.0,102.511,-72.505
DH_131,288.0,102.786,-72.868
DH_131,296.095,102.945,-73.053
DH_132,0.0,90.0,-60.0
DH_132,5.0,90.02,-60.911
DH_132,10.0,91.122,-61.809
DH_132,15.0,91.375,-62.283
DH_132,20.0,91.754,-62.651
DH_132,25.0,92.331,-63.308
DH_132,30.0,92.608,-63.817
DH_132,35.0,92.626,-64.158
DH_132,40.0,92.542,-64.442
DH_132,45.0,93.011,-64.859
DH_132,50.0,93.286,-65.525
DH_132,55.0,93.374,-65.95
DH_132,60.0,93.675,-66.258
DH_132,65.0,93.336,-66.65
DH_132,70.0,94.308,-67.139
DH_132,75.0,95.626,-67.789
DH_132,79.958,95.624,-68.141
DH_132,84.915,96.02,-68.462
DH_132,89.873,97.755,-68.742
DH_132,94.831,99.422,-68.96
DH_132,99.789,99.126,-69.255
DH_132,104.746,99.625,-69.323
DH_132,109.704,100.253,-69.644
DH_132,114.662,100.822,-69.924
DH_132,119.62,102.727,-70.048
DH_132,124.577,102.271,-70.251
DH_132,129.535,102.374,-70.674
DH_132,134.493,102.636,-71.021
DH_132,139.451,102.407,-71.187
DH_132,144.408,102.905,-71.644
DH_132,149.366,103.014,-71.962
DH_132,154.324,103.079,-72.001
DH_132,159.0,102.309,-72.068
DH_132,164.0,102.112,-72.654
DH_132,169.0,103.318,-72.953
DH_132,174.0,103.45,-73.185
DH_132,179.0,101.882,-73.367
DH_132,184.0,102.694,-73.744
DH_132,189.0,103.297,-73.901
DH_132,194.0,102.875,-74.099
DH_132,199.0,103.522,-74.327
DH_132,204.0,104.797,-74.603
DH_132,209.0,104.812,-74.495
DH_132,214.0,105.457,-74.369
DH_132,219.0,106.316,-75.031
DH_132,224.0,105.297,-75.245
DH_132,229.0,105.735,-75.454
DH_132,234.0,104.958,-75.742
DH_132,239.0,104.562,-75.767
DH_132,244.0,106.485,-75.868
DH_132,249.0,107.971,-76.071
DH_132,254.0,105.822,-76.193
DH_132,259.0,105.791,-76.167
DH_132,264.0,106.706,-76.174
DH_132,269.0,108.156,-76.288
DH_132,273.958,108.878,-76.695
DH_132,278.915,110.022,-76.91
DH_132,283.873,110.95,-77.207
DH_132,288.831,111.184,-77.594
DH_132,293.789,110.85,-77.949
DH_132,298.746,111.251,-78.133
DH_132,303.704,111.556,-78.175
DH_132,308.662,112.229,-78.168
DH_132,313.62,113.167,-78.344
DH_132,319.0,113.307,-78.509
DH_132,324.0,112.664,-78.667
DH_132,329.0,115.253,-78.856
DH_132,333.958,115.913,-78.934
DH_132,338.915,116.499,-78.799
DH_132,343.873,115.945,-78.589
DH_132,348.831,117.537,-78.394
DH_133,0.0,90.0,-60.0
DH_133,5.0,90.149,-60.883
DH_133,10.0,90.134,-61.383
DH_133,15.0,90.0,-61.933
DH_133,20.0,89.79,-62.092
DH_133,25.0,90.541,-62.195
DH_133,30.0,91.609,-62.233
DH_133,35.0,91.864,-62.358
DH_133,40.0,92.042,-62.8
DH_133,45.0,92.224,-63.075
DH_133,50.0,92.483,-63.325
DH_133,55.0,92.978,-63.734
DH_133,60.0,93.491,-64.258
DH_133,65.0,93.417,-64.492
DH_133,70.0,93.176,-64.875
DH_133,75.0,93.355,-65.492
DH_133,80.0,93.377,-66.009
DH_133,85.0,93.522,-66.417
DH_133,90.0,93.599,-66.534
DH_133,95.0,93.41,-66.275
DH_133,100.0,94.115,-66.233
DH_133,104.943,95.344,-66.658
DH_133,109.885,95.104,-67.063
DH_133,114.828,94.324,-67.276
DH_133,119.77,94.995,-67.548
DH_133,124.713,95.908,-68.035
DH_133,129.655,97.095,-68.385
DH_133,134.598,97.52,-68.43
DH_133,139.54,98.046,-68.532
DH_133,144.483,99.081,-68.58
DH_133,149.0,99.061,-68.782
DH_133,154.0,99.685,-69.166
DH_133,159.0,100.215,-69.485
DH_133,164.0,101.191,-69.976
DH_133,168.943,100.733,-70.455
DH_133,173.885,101.248,-70.818
DH_133,178.828,101.297,-71.123
DH_133,183.77,101.033,-71.506
DH_133,188.713,101.943,-71.995
DH_133,193.655,103.446,-72.119
DH_133,198.598,102.838,-72.328
DH_133,203.54,102.249,-72.758
DH_133,208.483,102.496,-72.91
DH_133,213.425,102.698,-73.205
DH_133,218.368,104.052,-73.479
DH_133,223.31,102.556,-73.843
DH_133,228.253,102.492,-74.133
DH_133,233.195,102.587,-74.374
DH_133,238.0,102.079,-74.622
DH_133,243.0,102.753,-74.977
DH_133,248.0,103.608,-75.236
DH_133,253.0,103.795,-75.512
DH_133,258.0,104.343,-75.719
DH_133,263.0,106.363,-75.944
DH_133,268.0,104.992,-76.292
DH_133,273.0,104.283,-76.502
DH_133,278.0,105.246,-76.652
DH_133,282.943,103.67,-76.952
DH_133,287.885,104.261,-77.206
DH_133,292.828,105.634,-77.401
DH_133,297.77,104.936,-77.608
DH_133,302.713,105.097,-77.786
DH_133,307.655,106.984,-77.849
DH_133,312.598,108.537,-77.881
DH_133,317.54,108.126,-77.996
DH_133,322.483,108.456,-78.196
DH_133,327.425,109.066,-78.387
DH_133,332.368,109.358,-78.52
DH_133,337.31,110.53,-78.674
DH_133,342.253,110.026,-78.71
DH_133,347.0,112.611,-78.795
DH_133,352.0,112.24,-78.872
DH_133,357.0,112.616,-78.802
DH_133,362.0,113.051,-78.861
DH_133,366.943,113.492,-78.822
DH_134,0.0,90.0,-60.0
DH_134,6.695,94.249,-59.122
DH_134,13.39,93.766,-59.348
DH_134,20.085,93.85,-59.446
DH_134,26.78,93.878,-59.554
DH_134,33.475,94.321,-59.989
DH_134,40.169,94.607,-60.498
DH_134,46.864,95.042,-60.949
DH_134,53.559,95.165,-61.063
DH_134,60.254,95.267,-61.438
DH_134,66.949,94.215,-61.809
